,Incident Number,Incident Date,Time Num,Street,Alt Street,Intersection,Mile Post,Accident Type,Collision Type,Hit and Run,Involved Fatal Injury,Involved Medical Transport,Involved Placarded Truck,Posted Speed,Total Vehicles Involved,Weather Code,pedestrian,bicycle,Drug Involved,Alcohol Involved,Latitude,Longitude,Location WKT,Location,Light Condition,year,month,day,hour,day_of_week
515,22-071459,2022-07-05 15:50:00,16.0,Falmouth Rd,,Lexington St,,Property Damage Under,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.071073,-85.287125,POINT (-85.287125 35.071073),"(35.071073, -85.287125)",Daylight,2022,7,5,15,1
516,22-071493,2022-07-05 16:40:00,16.5,Browns Ferry Rd,,234 Browns Ferry Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,35.0,1,Clear,1,0,0.0,0.0,35.028671,-85.362494,POINT (-85.362494 35.028671),"(35.028671, -85.362494)",Daylight,2022,7,5,16,1
517,22-072484,2022-07-08 00:00:00,,Rossville Blvd,,E 40th St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,40.0,1,Clear,1,0,0.0,0.0,34.9976519,-85.291118,POINT (-85.291118 34.9976519),"(34.9976519, -85.291118)",Unknown,2022,7,8,0,4
518,22-073194,2022-07-09 21:00:00,21.0,Market St,,E 4th St,,Property Damage Under,Not Collision with Motor Vehicle in Transport,0,0,0,0,30.0,1,Clear,1,0,0.0,0.0,35.052314,-85.309633,POINT (-85.309633 35.052314),"(35.052314, -85.309633)",Dark - Lighted,2022,7,9,21,5
519,22-084008,2022-08-04 21:22:00,21.5,700 River Terminal Rd,,Amnicola Hwy,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,2,Clear,1,0,0.0,0.0,35.070607,-85.271318,POINT (-85.271318 35.070607),"(35.070607, -85.271318)",Dark - Lighted,2022,8,4,21,3
520,22-084073,2022-08-05 03:17:00,3.5,1000 Interstate 75 St,I-75,900 Interstate 75,10.0,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,65.0,1,Clear,1,0,1.0,1.0,35.078288,-85.095544,POINT (-85.095544 35.078288),"(35.078288, -85.095544)",Dark - Lighted,2022,8,5,3,4
521,22-084146,2022-08-05 10:20:00,10.5,301 Market St,SR-300,E 3rd Street,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.05332,-85.309891,POINT (-85.309891 35.05332),"(35.053320, -85.309891)",Daylight,2022,8,5,10,4
522,22-087195,2022-08-12 15:30:00,15.5,5764 Highway 153,,Grubb Rd,,Property Damage Under,Not Collision with Motor Vehicle in Transport,1,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.152975,-85.24562,POINT (-85.24562 35.152975),"(35.152975, -85.245620)",Daylight,2022,8,12,15,4
523,22-088122,2022-08-14 22:00:00,22.0,7300 Lee Hwy,SR-7,Courage Way,1.0,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,45.0,1,Clear,1,0,0.0,1.0,35.052856,-85.148707,POINT (-85.148707 35.052856),"(35.052856, -85.148707)",Dark - Not Lighted,2022,8,14,22,6
524,22-089575,2022-08-18 09:09:00,9.0,Market St,,W 3rd st,,Property Damage Under,Not Collision with Motor Vehicle in Transport,0,0,0,0,30.0,1,Clear,1,0,0.0,0.0,35.05332,-85.309891,POINT (-85.309891 35.05332),"(35.053320, -85.309891)",Daylight,2022,8,18,9,3
525,22-091958,2022-08-24 09:18:00,9.5,3916 Rossville Blvd,,E 40th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,0.0,34.998012,-85.291088,POINT (-85.291088 34.998012),"(34.998012, -85.291088)",Daylight,2022,8,24,9,2
526,22-092912,2022-08-25 20:00:00,20.0,Houston St,,Mccallie Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,35.0,1,Clear,1,0,,,35.046916,-85.304166,POINT (-85.304166 35.046916),"(35.046916, -85.304166)",Dark - Lighted,2022,8,25,20,3
527,22-093019,2022-08-26 18:17:00,18.5,6900 Shallowford Rd,,Lee Hwy,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,45.0,1,Clear,1,0,0.0,0.0,35.044885,-85.162464,POINT (-85.162464 35.044885),"(35.044885, -85.162464)",Daylight,2022,8,26,18,4
528,22-093246,2022-08-27 10:59:00,11.0,6th Ave,,E 34th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,25.0,1,Clear,1,0,0.0,0.0,35.0456459,-85.301529,POINT (-85.301529 35.0456459),"(35.0456459, -85.301529)",Daylight,2022,8,27,10,5
529,22-094591,2022-08-30 17:35:00,17.5,400 Palmetto Street,,4th Street,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.049294,-85.299739,POINT (-85.299739 35.049294),"(35.049294, -85.299739)",Daylight,2022,8,30,17,1
530,22-095740,2022-09-02 16:39:00,16.5,1899 Riverfront Pkwy,,W Main St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,35.0,1,Clear,1,0,0.0,0.0,35.037793,-85.320923,POINT (-85.320923 35.037793),"(35.037793, -85.320923)",Daylight,2022,9,2,16,4
531,22-097220,2022-09-06 14:00:00,14.0,509 E Main St,,Adams St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,15.0,1,Clear,1,0,0.0,0.0,35.033765,-85.301101,POINT (-85.301101 35.033765),"(35.033765, -85.301101)",Daylight,2022,9,6,14,1
532,22-098470,2022-09-09 16:30:00,16.5,901 Shallowford Rd,,Gillespie Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,40.0,1,Clear,1,0,0.0,0.0,35.038014,-85.238957,POINT (-85.238957 35.038014),"(35.038014, -85.238957)",Daylight,2022,9,9,16,4
533,22-101372,2022-09-16 00:00:00,,700 Interstate 75 Southbound,I-75,Bonny Oaks,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,55.0,1,Clear,1,0,,,35.0602946,-85.130719,POINT (-85.130719 35.0602946),"(35.0602946, -85.130719)",Dark - Not Lighted,2022,9,16,0,4
534,22-101392,2022-09-16 23:55:00,24.0,W Martin Luther King Blvd,,Carter St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.045297,-85.312411,POINT (-85.312411 35.045297),"(35.045297, -85.312411)",Dark - Lighted,2022,9,16,23,4
535,22-104314,2022-09-24 00:14:00,24.0,,I-24,Market St,179.6,Fatal,Not Collision with Motor Vehicle in Transport,0,1,0,0,55.0,1,Clear,1,0,0.0,1.0,35.025429,-85.302258,POINT (-85.302258 35.025429),"(35.025429, -85.302258)",Dark - Not Lighted,2022,9,24,0,5
536,22-104461,2022-09-24 00:00:00,,5901 Shallowford Road,SR-5900,Jersey Pike,,Fatal,Not Collision with Motor Vehicle in Transport,0,1,0,0,35.0,1,Clear,1,0,,,35.0236827,-85.158285,POINT (-85.158285 35.0236827),"(35.0236827, -85.158285)",Unknown,2022,9,24,0,5
537,22-106879,2022-09-30 17:00:00,17.0,Market St,,W 3rd St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,30.0,1,Clear,1,0,0.0,0.0,35.053512,-85.309667,POINT (-85.309667 35.053512),"(35.053512, -85.309667)",Daylight,2022,9,30,17,4
538,22-108023,2022-10-03 17:17:00,17.5,Dodds Ave,,E 41st St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,40.0,1,Clear,1,0,0.0,1.0,34.9951965,-85.284396,POINT (-85.284396 34.9951965),"(34.9951965, -85.284396)",Daylight,2022,10,3,17,0
539,22-110673,2022-10-09 20:30:00,20.5,3569 Brainerd Road,SR-3569,S Germantown Road,,Property Damage Under,Not Collision with Motor Vehicle in Transport,1,0,0,0,40.0,1,Clear,1,0,0.0,0.0,35.024158,-85.246468,POINT (-85.246468 35.024158),"(35.024158, -85.246468)",Dark - Lighted,2022,10,9,20,6
540,22-111369,2022-10-12 12:42:00,12.5,600-799 N Holtzclaw Ave,,Cleveland Ave,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,45.0,1,Clear,1,0,0.0,0.0,35.04654,-85.278419,POINT (-85.278419 35.04654),"(35.046540, -85.278419)",Daylight,2022,10,12,12,2
541,22-115654,2022-10-24 02:00:00,2.0,5440 Highway 153,SR-153,Northpoint Blvd,,Fatal,Not Collision with Motor Vehicle in Transport,1,1,0,0,45.0,1,Clear,1,0,,,35.138778,-85.247194,POINT (-85.247194 35.138778),"(35.138778, -85.247194)",Dark - Lighted,2022,10,24,2,0
542,22-115693,2022-10-24 07:57:00,8.0,2337 Mccallie Ave,,Lyerly,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Clear,1,0,,,35.034586,-85.267198,POINT (-85.267198 35.034586),"(35.034586, -85.267198)",Daylight,2022,10,24,7,0
543,22-116369,2022-10-25 20:13:00,20.0,801 Oak St,SR-1,Oak St,0.0,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,25.0,1,Clear,1,0,0.0,0.0,35.044657,-85.295307,POINT (-85.295307 35.044657),"(35.044657, -85.295307)",Dark - Lighted,2022,10,25,20,1
544,22-118126,2022-10-29 10:30:00,10.5,24 Station St,,Non intersection,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,15.0,1,Clear,1,0,,,35.03661,-85.306148,POINT (-85.306148 35.03661),"(35.036610, -85.306148)",Daylight,2022,10,29,10,5
545,22-119020,2022-11-01 19:37:00,19.5,1 - 13 Frazier Ave,,N Market St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.062644,-85.308526,POINT (-85.308526 35.062644),"(35.062644, -85.308526)",Dark - Lighted,2022,11,1,19,1
546,22-121156,2022-11-07 11:10:00,11.0,100 Tremont St,,Frazier Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,25.0,1,Cloudy,1,0,0.0,0.0,35.061791,-85.304515,POINT (-85.304515 35.061791),"(35.061791, -85.304515)",Daylight,2022,11,7,11,0
547,22-121551,2022-11-08 13:35:00,13.5,Rossville Blvd,,E 50th St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,55.0,1,Clear,1,0,0.0,0.0,34.9856233,-85.287237,POINT (-85.287237 34.9856233),"(34.9856233, -85.287237)",Daylight,2022,11,8,13,1
548,22-123984,2022-11-15 05:56:00,6.0,1030 E 11th St,,Central Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Rain,1,0,0.0,0.0,35.037635,-85.293588,POINT (-85.293588 35.037635),"(35.037635, -85.293588)",Dark - Lighted,2022,11,15,5,1
549,22-124281,2022-11-15 20:43:00,20.5,4800 Rossville Blvd,,E 48th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,30.0,1,Clear,1,0,0.0,0.0,34.9890995,-85.289099,POINT (-85.289099 34.9890995),"(34.9890995, -85.289099)",Dark - Lighted,2022,11,15,20,1
550,22-124748,2022-11-17 03:47:00,4.0,3709 Cummings Hwy,SR-3700,Birmingham Hwy,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,40.0,1,Clear,1,0,0.0,0.0,35.018407,-85.379611,POINT (-85.379611 35.018407),"(35.018407, -85.379611)",Dark - Lighted,2022,11,17,3,3
551,22-125250,2022-11-18 14:02:00,14.0,2300 4th Ave,,Interstate 24,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.017689,-85.280427,POINT (-85.280427 35.017689),"(35.017689, -85.280427)",Daylight,2022,11,18,14,4
552,22-126401,2022-11-21 19:00:00,19.0,2008 Gunbarrel Rd,,Lifestyle Way,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,1.0,35.040787,-85.151908,POINT (-85.151908 35.040787),"(35.040787, -85.151908)",Dark - Lighted,2022,11,21,19,0
553,22-127390,2022-11-24 17:57:00,18.0,S Holtzclaw Ave,,E Main St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.028961,-85.288147,POINT (-85.288147 35.028961),"(35.028961, -85.288147)",Dark - Not Lighted,2022,11,24,17,3
554,22-130430,2022-12-03 05:57:00,6.0,3800 Rossville Blvd,,E 37th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,40.0,1,Rain,1,0,0.0,0.0,35.000005,-85.291416,POINT (-85.291416 35.000005),"(35.000005, -85.291416)",Dark - Lighted,2022,12,3,5,5
555,22-130497,2022-12-03 11:56:00,12.0,5529 Brainerd Rd,,Spring Creek Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Rain,1,0,0.0,0.0,35.010735,-85.218195,POINT (-85.218195 35.010735),"(35.010735, -85.218195)",Daylight,2022,12,3,11,5
556,22-130607,2022-12-03 18:02:00,18.0,2000 S Kelley St,,E 23rd Street,,Property Damage Under,Not Collision with Motor Vehicle in Transport,0,0,0,0,20.0,1,Clear,1,0,0.0,0.0,35.019573,-85.278848,POINT (-85.278848 35.019573),"(35.019573, -85.278848)",Dark - Lighted,2022,12,3,18,5
557,22-130932,2022-12-04 16:07:00,16.0,3800 Tennessee Ave,SR-1,W 37th St,1.0,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,15.0,1,Rain,1,0,0.0,0.0,35.009944,-85.326184,POINT (-85.326184 35.009944),"(35.009944, -85.326184)",Daylight,2022,12,4,16,6
558,22-131322,2022-12-05 17:13:00,17.0,540 McCallie Ave,,Mccallie Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,35.0,1,Rain,1,0,0.0,0.0,35.0403373,-85.300511,POINT (-85.300511 35.0403373),"(35.0403373, -85.300511)",Dark - Lighted,2022,12,5,17,0
559,22-131735,2022-12-06 18:34:00,18.5,Broad St,,W 4th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Rain,1,0,0.0,0.0,35.052295,-85.310664,POINT (-85.310664 35.052295),"(35.052295, -85.310664)",Dusk,2022,12,6,18,1
560,22-132105,2022-12-07 18:20:00,18.5,5730 Brainerd Rd,,Debra Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Rain,1,0,0.0,0.0,35.011425,-85.213038,POINT (-85.213038 35.011425),"(35.011425, -85.213038)",Dark - Lighted,2022,12,7,18,2
561,22-132530,2022-12-08 18:22:00,18.5,3222 Cummings Highway,US-41,S Tulip Avenue,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,45.0,1,Rain,1,0,0.0,0.0,35.019037,-85.371242,POINT (-85.371242 35.019037),"(35.019037, -85.371242)",Dark - Lighted,2022,12,8,18,3
562,22-133041,2022-12-10 00:29:00,0.5,800 Chestnut St,,8th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,25.0,1,Fog,1,0,0.0,0.0,35.047055,-85.311612,POINT (-85.311612 35.047055),"(35.047055, -85.311612)",Dark - Lighted,2022,12,10,0,5
563,22-133748,2022-12-12 05:57:00,6.0,555 Signal Mountain Rd,,Signal Mountain Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.094817,-85.329364,POINT (-85.329364 35.094817),"(35.094817, -85.329364)",Dark - Lighted,2022,12,12,5,0
564,22-135177,2022-12-15 18:30:00,18.5,1800 Farris Rd,,Crane Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,25.0,1,Clear,1,0,0.0,0.0,35.024373,-85.161175,POINT (-85.161175 35.024373),"(35.024373, -85.161175)",Dark - Lighted,2022,12,15,18,3
565,22-135638,2022-12-16 22:18:00,22.5,E 3rd St,,Palmetto,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,35.0,1,Clear,1,0,,,35.0815569,-85.262451,POINT (-85.262451 35.0815569),"(35.0815569, -85.262451)",Dark - Lighted,2022,12,16,22,4
566,22-137506,2022-12-22 12:50:00,13.0,1001 Broad St,,10th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,30.0,1,Clear,1,0,0.0,0.0,35.04436,-85.310763,POINT (-85.310763 35.04436),"(35.044360, -85.310763)",Daylight,2022,12,22,12,3
567,22-138040,2022-12-23 18:35:00,18.5,2288 Gunbarrel Rd,,Gunbarrel Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,25.0,1,Clear,1,0,0.0,0.0,35.037485,-85.149705,POINT (-85.149705 35.037485),"(35.037485, -85.149705)",Dark - Lighted,2022,12,23,18,4
568,22-138277,2022-12-24 12:14:00,12.0,5928 Hixson Pike,,Cassandra Smith Road,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,,1,Clear,1,0,0.0,0.0,35.147481,-85.20734,POINT (-85.20734 35.147481),"(35.147481, -85.207340)",Daylight,2022,12,24,12,5
569,23-000992,2023-01-03 19:00:00,19.0,2000 E 23rd St,,S Kelly St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,45.0,1,Rain,1,0,0.0,1.0,35.018022,-85.280782,POINT (-85.280782 35.018022),"(35.018022, -85.280782)",Dark - Lighted,2023,1,3,19,1
570,23-001407,2023-01-04 20:35:00,20.5,Birmingham Highway,US-11,Cummings Road,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,45.0,1,Clear,1,0,0.0,0.0,35.008334,-85.390573,POINT (-85.390573 35.008334),"(35.008334, -85.390573)",Dark - Not Lighted,2023,1,4,20,2
571,23-002976,2023-01-09 12:49:00,13.0,670-699 Georgia Ave,,Oak St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.00457,-85.227469,POINT (-85.227469 35.00457),"(35.004570, -85.227469)",Daylight,2023,1,9,12,0
572,23-005880,2023-01-17 15:16:00,15.5,2607 Glass St,,N Chamberlain Ave,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.066172,-85.247498,POINT (-85.247498 35.066172),"(35.066172, -85.247498)",Daylight,2023,1,17,15,1
573,23-006460,2023-01-19 06:51:00,7.0,600 E 10th St,,Peeples St,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,25.0,1,Rain,1,0,0.0,0.0,35.041635,-85.300752,POINT (-85.300752 35.041635),"(35.041635, -85.300752)",Dark - Not Lighted,2023,1,19,6,3
574,23-008820,2023-01-25 18:00:00,18.0,E 11th St,,Market St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,25.0,1,Clear,1,0,0.0,0.0,35.0428324,-85.318653,POINT (-85.318653 35.0428324),"(35.0428324, -85.318653)",Dark - Lighted,2023,1,25,18,2
575,23-008956,2023-01-26 05:58:00,6.0,South Holtzclaw Ave,,East Main,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,40.0,1,Rain,1,0,0.0,0.0,35.029289,-85.288517,POINT (-85.288517 35.029289),"(35.029289, -85.288517)",Dusk,2023,1,26,5,3
576,23-011510,2023-02-02 07:21:00,7.5,E 3rd St,,Glenwood Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,40.0,1,Rain,1,0,0.0,0.0,35.036828,-85.261088,POINT (-85.261088 35.036828),"(35.036828, -85.261088)",Dusk,2023,2,2,7,3
577,23-011797,2023-02-03 01:22:00,1.5,1900 Market St,,E 20th St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Clear,1,0,0.0,1.0,35.0805729,-85.262169,POINT (-85.262169 35.0805729),"(35.0805729, -85.262169)",Dark - Lighted,2023,2,3,1,4
578,23-011994,2023-02-03 15:05:00,15.0,1400 Greenwood Rd,,Wilcox Blvd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.050951,-85.242943,POINT (-85.242943 35.050951),"(35.050951, -85.242943)",Daylight,2023,2,3,15,4
579,23-012470,2023-02-04 18:41:00,18.5,5723 Hixson Pike,,Middle Valley Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.15194,-85.21814,POINT (-85.21814 35.15194),"(35.151940, -85.218140)",Dark - Not Lighted,2023,2,4,18,5
580,23-012859,2023-02-06 00:07:00,24.0,1818 Chestnut St,,20th Street,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Clear,1,0,0.0,1.0,35.03538,-85.31456,POINT (-85.31456 35.03538),"(35.035380, -85.314560)",Dark - Lighted,2023,2,6,0,0
581,23-016473,2023-02-15 19:19:00,19.5,625 Georgia Ave,SR-1,Lookout St.,0.0,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,35.0,1,Rain,1,0,0.0,0.0,35.049294,-85.306908,POINT (-85.306908 35.049294),"(35.049294, -85.306908)",Dark - Lighted,2023,2,15,19,2
582,23-018569,2023-02-21 13:36:00,13.5,1500 E 23rd St,,Watauga St.,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,40.0,1,Clear,1,0,0.0,0.0,35.0213,-85.289044,POINT (-85.289044 35.0213),"(35.021300, -85.289044)",Daylight,2023,2,21,13,1
583,23-022310,2023-03-03 06:31:00,6.5,5311 Highway 153,,Hixson Pike,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,45.0,1,Rain,1,0,0.0,1.0,35.128246,-85.243412,POINT (-85.243412 35.128246),"(35.128246, -85.243412)",Dark - Lighted,2023,3,3,6,4
584,23-022542,2023-03-03 19:25:00,19.5,3100 Brainerd Rd,,S Seminole Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.027705,-85.255515,POINT (-85.255515 35.027705),"(35.027705, -85.255515)",Dark - Lighted,2023,3,3,19,4
585,23-022549,2023-03-03 19:45:00,20.0,Riverside Dr,,Wilcox Blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,50.0,1,Severe Cross-Winds,1,0,0.0,1.0,35.058124,-85.279715,POINT (-85.279715 35.058124),"(35.058124, -85.279715)",Dark - Lighted,2023,3,3,19,4
586,23-023464,2023-03-06 09:00:00,9.0,2700 E 34th St,,Dodds Ave,,Property Damage Under,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.001316,-85.282145,POINT (-85.282145 35.001316),"(35.001316, -85.282145)",Daylight,2023,3,6,9,0
587,23-023625,2023-03-06 16:11:00,16.0,Market St,,E 20th St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,40.0,1,Clear,1,0,0.0,0.0,35.031474,-85.308821,POINT (-85.308821 35.031474),"(35.031474, -85.308821)",Daylight,2023,3,6,16,0
588,23-025726,2023-03-12 03:16:00,3.5,,US-27,Carter St,,Fatal,Not Collision with Motor Vehicle in Transport,0,1,0,0,55.0,1,Rain,1,0,0.0,1.0,35.0328476,-85.318962,POINT (-85.318962 35.0328476),"(35.0328476, -85.318962)",Dark - Lighted,2023,3,12,3,6
589,23-027066,2023-03-15 20:30:00,20.5,Glenwood Pkwy,,Glenwood Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.03345,-85.261491,POINT (-85.261491 35.03345),"(35.033450, -85.261491)",Daylight,2023,3,15,20,2
590,23-029135,2023-03-21 16:30:00,16.5,301 Cherokee Blvd,,Manufacturers Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.064434,-85.311825,POINT (-85.311825 35.064434),"(35.064434, -85.311825)",Daylight,2023,3,21,16,1
591,23-030080,2023-03-24 04:19:00,4.5,24 WB interstate,,Cummings Hwy,,Fatal,Not Collision with Motor Vehicle in Transport,0,1,0,0,55.0,1,Clear,1,0,1.0,1.0,35.024104,-85.378093,POINT (-85.378093 35.024104),"(35.024104, -85.378093)",Dark - Not Lighted,2023,3,24,4,4
592,23-030399,2023-03-24 20:12:00,20.0,1099 Graysville Rd,,E Brainerd Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,45.0,1,Clear,1,0,0.0,0.0,35.003473,-85.149326,POINT (-85.149326 35.003473),"(35.003473, -85.149326)",Dark - Lighted,2023,3,24,20,4
593,23-031538,2023-03-27 10:30:00,10.5,1900 Jenkins Rd,,East Brainerd Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,45.0,1,Clear,1,0,0.0,0.0,35.020936,-85.141252,POINT (-85.141252 35.020936),"(35.020936, -85.141252)",Daylight,2023,3,27,10,0
594,23-032522,2023-03-29 21:35:00,21.5,7420 Bonny Oaks Dr,,Lee Hwy,,Fatal,Not Collision with Motor Vehicle in Transport,1,1,0,0,45.0,2,Clear,1,0,0.0,0.0,35.060924,-85.136539,POINT (-85.136539 35.060924),"(35.060924, -85.136539)",Dark - Lighted,2023,3,29,21,2
595,23-034840,2023-04-04 18:03:00,18.0,300 Frazier Ave,,Tremont St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,30.0,1,Clear,1,0,0.0,0.0,35.0813533,-85.262324,POINT (-85.262324 35.0813533),"(35.0813533, -85.262324)",Daylight,2023,4,4,18,1
596,23-035396,2023-04-05 22:50:00,23.0,1954 Jenkins Rd,,Goodwin Rd.,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,35.0,1,Clear,1,0,0.0,0.0,35.024353,-85.139246,POINT (-85.139246 35.024353),"(35.024353, -85.139246)",Dark - Lighted,2023,4,5,22,2
597,23-036021,2023-04-07 12:50:00,13.0,1944 Northpoint Blvd,,Northpoint Blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Cloudy,1,0,0.0,0.0,35.137205,-85.243167,POINT (-85.243167 35.137205),"(35.137205, -85.243167)",Daylight,2023,4,7,12,4
598,23-036793,2023-04-09 20:53:00,21.0,402 Laverne Dr,,Nelson Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,15.0,1,Clear,1,0,0.0,1.0,35.054227,-85.311035,POINT (-85.311035 35.054227),"(35.054227, -85.311035)",Dark - Not Lighted,2023,4,9,20,6
599,23-036924,2023-04-10 08:10:00,8.0,7660 Goodwin Rd,,1998 Igou Crossing Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Clear,1,0,1.0,1.0,35.05095,-85.13302,POINT (-85.13302 35.05095),"(35.050950, -85.133020)",Daylight,2023,4,10,8,0
600,23-042272,2023-04-23 12:50:00,13.0,2100 Garfield St,,N Willow St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,25.0,1,Clear,1,0,0.0,0.0,35.040667,-85.268778,POINT (-85.268778 35.040667),"(35.040667, -85.268778)",Daylight,2023,4,23,12,6
